Date,Header,Content,sentiment_score
2026-06-01,JPMorgan income ETF declares monthly distribution of $0.2097,"JPMorgan Equity Premium Income ETF (JEPI) has declared a monthly distribution of $0.2097 per share, payable on June 5, 2026, to shareholders of record as of June 3, 2026. The ex-dividend date is June 3, 2026.",0.123003
2026-06-01,Prudential Financial (NYSE: PRU) offers subordinated notes maturing 2056,"Prudential Financial is offering fixed-to-fixed reset junior subordinated notes due June 15, 2056. These notes bear a fixed rate until June 15, 2036, then reset every five years to the five-year Treasury rate plus a spread, with semi-annual interest payments that Prudential may defer for up to five years. The notes are unsecured, subordinated to senior debt but rank pari passu with other specified junior subordinated securities, and are structurally subordinated to liabilities of subsidiaries.",0.004279
2026-06-01,"Geode Capital Management LLC Buys 115,968 Shares of KeyCorp $KEY","Geode Capital Management LLC increased its stake in KeyCorp by 0.5% in the fourth quarter, purchasing 115,968 shares and bringing its total holding to 23,983,690 shares valued at approximately $493 million. KeyCorp, which has a ""Moderate Buy"" consensus from analysts, recently reported stronger-than-expected quarterly earnings, declared a quarterly dividend of $0.205 per share, and authorized a $3 billion share buyback program. Institutional investors now own 79.69% of the company's stock, while insider Angela G. Mago recently sold 22,826 shares.",0.161331
2026-06-01,JPMorgan Nasdaq Equity Premium Income ETF declares monthly distribution of $0.5644,The JPMorgan Nasdaq Equity Premium Income ETF has announced a monthly distribution of $0.5644 per share. This distribution will be paid to shareholders of record as of a specified date. Further details regarding the ex-dividend date and payment date were not provided in this snippet.,0.238904
2026-06-01,Xometry Announces Proposed Public Offering of Class A Common Stock,"Xometry, Inc. (NASDAQ: XMTR) announced that it has commenced an underwritten public offering of $225.0 million of its Class A common stock, with a 30-day option for underwriters to purchase an additional $33.75 million in shares. The company intends to use the net proceeds for working capital and general corporate purposes. J.P. Morgan and Goldman Sachs & Co. LLC are serving as joint book-running managers for the offering.",0.080867
2026-06-01,JPMorgan high yield municipal ETF declares monthly distribution of $0.1863,"The JPMorgan High Yield Municipal ETF (JMHI) has declared a monthly distribution of $0.1863 per share. This distribution is payable on June 6, 2026, to shareholders of record as of June 4, 2026. The ex-dividend date is June 3, 2026.",0.195997
2026-06-01,Honeywell's Quantinuum eyes $14.3 billion valuation in upsized US IPO,"Honeywell's quantum computing unit, Quantinuum, is targeting a valuation of up to $14.3 billion in its expanded U.S. initial public offering, citing strong investor interest. The company plans to raise up to $1.46 billion by offering 26.5 million shares at $53-$55 each, an increase from its earlier target. Quantinuum is expected to list on the Nasdaq under the symbol ""QNT"" on Thursday.",0.23984
2026-06-01,#47 Valley Bank's COO is Building an AI-ready bank,"Russell Barrett, COO of Valley National Bank, is ranked #47 on The Most Innovative People in Finance for his leadership in preparing the $63 billion bank for advancements in artificial intelligence. Barrett has overseen over 50 digital transformation initiatives, including moving more than 80% of the bank's data center capacity to a cloud-based hub. These efforts, combined with a strong data culture, have generated significant cost savings, recurring revenue, and productivity gains for Valley Bank.",0.256736
2026-06-01,Sasol Share Price Attempts to Resume Uptrend in June as Oil Bounce Offers Relief,"Sasol's stock has faced significant volatility due to fluctuating crude oil prices and increased analyst caution, with only two out of nine analysts now recommending a buy. Despite a recent oil price rebound offering temporary relief, investor confidence remains low amidst geopolitical uncertainties and the company's structural challenges, including carbon-intensive operations and declining gas feedstocks. The company has taken steps to strengthen its financial position through debt management, but its earnings remain highly sensitive to crude oil price movements.",-0.105143
2026-06-01,"Alphabet Announces $80B Fund Raise, Berkshire Hathaway To Invest $10B In Private Placement","Alphabet Inc. (GOOGL) announced a plan to raise $80 billion in equity capital to fund its artificial intelligence infrastructure, including $30 billion in underwritten offerings and a $40 billion at-the-market program. Berkshire Hathaway Inc. (BRK.A) will invest $10 billion in a private placement of Class A and Class C shares, adding to its existing stake. The proceeds will be used for general corporate purposes, primarily scaling AI compute and global infrastructure to meet growing demand.",0.190602
2026-06-01,Capped buffered notes tied to EMXC ETF — JPMorgan (NYSE: JPM) offering,"JPMorgan Chase Financial Company LLC is offering capped buffered enhanced participation equity notes linked to the iShares MSCI Emerging Markets ex China ETF (EMXC). These notes feature a 15.00% buffer, 1.25x upside participation, and a capped payout, with the notes fully guaranteed by JPMorgan Chase & Co. Investors face potential total loss if the EMXC ETF declines by more than 15%, and the tax treatment is uncertain, advised as ""open transactions"" but potentially subject to recharacterization by the IRS.",0.133782
2026-06-01,"JPMorgan (JPM) offers capped buffered equity notes with 15% buffer, 96.65% cap","JPMorgan Chase Financial Company LLC is offering capped buffered equity notes linked to the S&P 500 Index, fully guaranteed by JPMorgan Chase & Co. These notes provide 1.00x participation in Index appreciation up to a maximum return of at least 96.65% and include a 15% buffer against losses, with a potential principal loss of up to 85% at maturity. The notes are expected to price around June 12, 2026, and mature on June 17, 2031, with an estimated value of approximately $971.70 per $1,000 note.",0.119231
2026-06-01,AbbVie Inc. stock (US00287Y1091): shares retreat as NYSE trading turns lower despite fresh oncology momentum,"AbbVie Inc. shares traded lower on the NYSE on June 1, 2026, despite recent positive developments in its oncology pipeline and continued institutional investor interest. This retreat follows recent gains and a re-evaluation of its valuation, with Morningstar reclassifying the stock as overvalued. The company continues to advance its operational goals, diversifying its revenue base beyond immunology products.",0.056681
2026-06-01,JPMorgan BetaBuilders USD high yield corporate bond ETF declares monthly distribution of $0.2636,"The JPMorgan BetaBuilders USD High Yield Corporate Bond ETF (BBHY) has declared a monthly distribution of $0.2636 per share. This financial announcement is relevant for investors holding or considering investments in this particular exchange-traded fund, as distributions impact total returns.",0.112439
2026-06-01,JPMorgan BetaBuilders US Aggregate Bond ETF declares monthly distribution of $0.1714,"The JPMorgan BetaBuilders US Aggregate Bond ETF (BBUG) has announced a monthly distribution of $0.1714 per share for its shareholders. The ex-dividend date is set for June 3, 2026, with the payment date scheduled for June 5, 2026. This announcement provides key financial details regarding the ETF's upcoming payout.",0.392654
2026-06-01,Former Epstein Banker Paul Morris Departs BofA’s Merrill Unit,"Paul V. Morris, a former private banker who worked with Jeffrey Epstein at JPMorgan Chase & Co. and Deutsche Bank AG, has left his position as a wealth adviser at Bank of America's Merrill Lynch division. Morris reportedly continued communicating with Epstein after joining Merrill Lynch and leveraged Epstein's network for investment ideas. Although Morris was not accused of any crimes and Epstein was never a Merrill Lynch client, Morris's departure follows reports of his ongoing association with the disgraced financier.",-0.12153
2026-06-01,"JPMorgan (NYSE: JPM) issues 6.00% callable notes due 2046, $1,000 each","JPMorgan Chase & Co. is offering callable fixed rate notes with a 6.00% annual interest rate, maturing on June 11, 2046. The notes are priced at $1,000 per principal amount and are callable by the issuer semi-annually starting June 11, 2028. Investors should be aware of the credit risk of JPMorgan, reinvestment risk if notes are called early, and market liquidity limitations.",0.108351
2026-06-01,Barrick Gold rumoured to weigh London listing in push to unlock African asset value,"Barrick Gold is reportedly exploring options for its African business, including a potential London Stock Exchange listing and an all-share transaction with Endeavour Mining. This strategic move aims to reshape Barrick's portfolio, with a sharper focus on North America and to unlock value from its African assets, which account for a significant portion of its net asset value. Neither Barrick nor Endeavour Mining has commented on the early-stage discussions, which could lead to a standalone LSE-listed African entity or a combination with Endeavour Mining.",0.062501
2026-06-01,Xometry Inc. (NASDAQ: XMTR) seeks $225M in Class A share sale,"Xometry Inc. (NASDAQ: XMTR) is offering $225 million in Class A common stock, with an option for underwriters to purchase an additional $33.75 million. The company plans to use the net proceeds for working capital and general corporate purposes, including debt repayment, capital expenditures, and acquisitions. This offering introduces dilution risks for new investors, and the final offering price will be determined through negotiation with lead underwriters.",0.080218
2026-06-01,300% Participation ARN from Barclays (DJP): Capped upside to $12.76 per unit,"Barclays Bank PLC is offering Accelerated Return Notes® (ARNs) linked to a basket of three financial stocks (Goldman Sachs, JPMorgan Chase, and Morgan Stanley) with a 300% participation rate in positive performance, capped at $12.76 per unit. These notes, which have a term of approximately 14 months and mature on July 30, 2027, involve significant risks including the potential loss of principal, credit risk of Barclays, and limited liquidity. The initial estimated value is $9.65 per unit, below the $10.00 offering price due to underwriting discounts and hedging-related charges.",-0.081316
2026-06-01,JPMorgan (JPM) launches uncapped 2.10× barrier notes linked to S&P 500 futures,"JPMorgan Chase Financial Company LLC is offering uncapped Accelerated Barrier Notes linked to the S&P 500® Futures Excess Return Index, aiming for an upside leverage of at least 2.10. These notes, which have a barrier amount of 70.00% of the initial value and mature on July 3, 2031, are unsecured obligations guaranteed by JPMorgan Chase & Co. The expected pricing date is June 30, 2026, with an estimated value of $958.10 per $1,000 note.",0.147401
2026-06-01,"CIBC (CM) issues auto‑callable, contingent‑coupon notes linked to three indices","Canadian Imperial Bank of Commerce (CIBC) has priced auto-callable, contingent-coupon notes linked to the S&P 500, Russell 2000, and EURO STOXX 50 indices, with an aggregate offering of $3,844,000. These notes offer a 9.10% per annum contingent coupon, payable quarterly only if the lowest performing index is at or above 70% of its starting level. The securities can be automatically called if the lowest performing index meets or exceeds its starting level on specific observation dates, and investors face principal loss if not called and the lowest performing index falls below 70% of its starting level at maturity.",0.005706
2026-06-01,BBB Foods closes 15.3M-share follow-on offering | TBBB SEC Filing - Form 6-K,"BBB Foods Inc. (Tiendas 3B) has successfully closed a follow-on public offering of 15.3 million Class A common shares at $32.50 per share, raising approximately $87.6 million in gross proceeds for the company and $409.64 million for selling shareholders. The company plans to use its net proceeds for general corporate purposes, including potential strategic investments. J.P. Morgan and Morgan Stanley served as global coordinators for the offering, with other banks acting as joint bookrunners.",0.231248
2026-06-01,[424B2] BARCLAYS BANK PLC Prospectus Supplement,"Barclays Bank PLC is offering callable Contingent Coupon Notes due June 15, 2029, linked to the performance of the Russell 2000®, Nasdaq-100®, and Dow Jones Industrial Average® indices. These notes offer a conditional coupon of 10.25% per annum but expose investors to potential principal loss if the least performing index falls below 60% of its initial value at maturity. The issuance involves significant risks, including credit risk of Barclays Bank PLC and the possibility of early redemption or the application of the U.K. Bail-in Power.",-0.068817
2026-06-01,E*TRADE from Morgan Stanley Releases Monthly Sector Rotation Study,"E*TRADE from Morgan Stanley has released its monthly sector rotation study, detailing client net-buying and net-selling activity across 11 core stock market sectors. The study shows significant net-buying in Consumer Staples, Utilities, and Industrials, while Real Estate, Energy, and Health Care experienced the most net-selling. These findings reflect activity in US-traded stocks and ADRs, including dividend investments and options exercises.",0.105664
2026-06-01,BofA Wealth Advisor Who Worked With Epstein Leaves Firm,"Paul V. Morris, a private banker who previously worked with Jeffrey Epstein at JPMorgan Chase & Co. and Deutsche Bank AG, has left his position as a wealth adviser at Bank of America Corp.'s Merrill Lynch division. Morris had continued communicating with Epstein after joining Merrill Lynch in 2016, leveraging Epstein's network and discussing investment ideas, according to recent reports. His departure comes after Bloomberg News last week revealed his ongoing correspondence with the disgraced financier.",-0.359205
2026-06-01,"Telix Pharmaceuticals Shares Given Aggressive Price Target, as New Bull Emerges","JPMorgan has initiated coverage of Telix Pharmaceuticals (ASX:TLX) with an Overweight rating and a A$23.60 price target, signaling strong confidence despite the stock's recent 50% drawdown. This aggressive target suggests an 80% upside from its current A$13.02 trading price, driven by structural tailwinds in radioligand therapies and several near-term regulatory catalysts. The company's robust FY2025 financials, including 56% revenue growth, and a strategic collaboration with Regeneron further support this bullish outlook, although potential regulatory delays and high R&D spending remain risks.",0.387824
2026-06-01,"Rio Tinto (NYSE: RIO) details voting rights, PDMR awards and Vanguard stake","Rio Tinto (NYSE: RIO) has updated its share capital and voting rights as of April 30, 2026, reporting 1,255,045,621 total voting rights after issuing 14,724 ordinary shares for its Global Employee Share Plan. The company also announced small awards of Free Shares to several senior managers and noted an increase in Vanguard Group's stake in Rio Tinto Limited to 7.027%. This information was released through a series of SEC filings including Form 6-K.",0.003208
2026-06-01,OceanFirst (NASDAQ: OCFC) completes Flushing merger and $225M Warburg Pincus investment,"OceanFirst Financial Corp. has successfully completed its merger with Flushing Financial Corporation and a concurrent $225 million strategic investment from Warburg Pincus. This transaction creates a regional bank with approximately $23.5 billion in pro forma assets and expands its presence across New Jersey, New York, and Long Island. Flushing shareholders received 0.85 shares of OceanFirst common stock for each share, and John Buran, former Flushing CEO, has joined OceanFirst's board as non-executive Chairman.",0.097779
2026-06-01,Pinnacle West (PNW) files prospectus supplement for senior notes offering,"Pinnacle West Capital Corporation (PNW) has filed a prospectus supplement for an offering of unsecured senior notes. The proceeds from this offering are intended to redeem its existing $350 million Floating Rate Senior Notes due June 2026, repay commercial paper, and for general corporate purposes. These new notes will be unsecured and senior within Pinnacle West's obligations, but structurally subordinated to the liabilities of its subsidiaries, primarily Arizona Public Service Company (APS).",0.023195
2026-06-01,"Apollo chief economist says there's ‘zero evidence’ AI is killing jobs—in fact, he says it's creating them","Torsten Sløk, chief economist at Apollo Global Management, argues that there is ""zero evidence"" of job losses due to AI, stating that AI spending is actually boosting employment and inflation. He believes AI creates more demand and work for humans, particularly for those with AI skills. While companies like Block, Klarna, and Amazon have attributed layoffs to AI for efficiency gains, Sløk suggests this aligns with the Jevons paradox where cheaper technology increases overall demand.",0.076796
2026-06-01,"Noble Corporation (NYSE: NE) ups credit facility, plans $500M 2034 notes","Noble Corporation plc has announced an increase in its senior secured revolving credit facility from $550 million to $650 million, extending its maturity to May 29, 2031. Concurrently, Noble intends to offer $500 million in unsecured senior notes due 2034 to redeem its outstanding 8.500% Senior Secured Second Lien Notes due 2030. This strategic financial maneuver aims to enhance liquidity, lengthen financing access, and optimize its debt structure.",0.089215
2026-06-01,Legal & General Group Plc Grows Stock Holdings in COPT Defense Properties $CDP,"Legal & General Group Plc has increased its stake in COPT Defense Properties (NYSE:CDP) by 7.6% in the fourth quarter, bringing its total holdings to 764,942 shares valued at approximately $21.3 million. Despite missing Q1 earnings estimates with $0.34 per share, COPT Defense Properties surpassed revenue expectations with $200.64 million, declared a quarterly dividend of $0.32 per share, and maintains a consensus ""Moderate Buy"" rating from analysts with a target price of $34.50. Other hedge funds, including UBS Group AG and Allianz Asset Management GmbH, have also adjusted their positions in the company.",-0.025037
2026-06-01,"East West Bancorp, Inc. $EWBC Shares Sold by Legal & General Group Plc","Legal & General Group Plc reduced its stake in East West Bancorp (EWBC) by 10.1% in the fourth quarter, selling 22,949 shares and retaining 204,978 shares valued at $23.0 million. This comes as East West Bancorp reported strong quarterly earnings with EPS of $2.57, exceeding estimates, and an 11.8% year-over-year revenue increase to $773.75 million. The company also declared an $0.80 per share quarterly dividend, and analysts hold a ""Moderate Buy"" consensus with an average price target of $133.69.",0.171206
2026-06-01,"IonQ, Inc. $IONQ Shares Acquired by Intech Investment Management LLC","Intech Investment Management LLC significantly increased its stake in IonQ (NYSE:IONQ) by 36.2% in the fourth quarter, purchasing an additional 28,599 shares, bringing its total to 107,639 shares valued at $4.83 million. Other institutional investors like Vanguard, Geode Capital Management, and State Street also boosted their holdings, with institutions and hedge funds now owning 41.42% of IonQ shares. Despite missing EPS estimates, IonQ surpassed revenue expectations in its latest earnings report, and analysts maintain a ""Moderate Buy"" consensus rating with an average price target of $68.63.",0.118645
2026-06-01,National Pension Service Increases Holdings in Ameren Corporation $AEE,"National Pension Service increased its stake in Ameren Corporation (NYSE: AEE) by 10.8% in the fourth quarter, purchasing 36,078 additional shares to bring its total holding to 371,365 shares valued at approximately $37.1 million. Ameren reported strong quarterly earnings of $1.28 per share, surpassing analyst estimates, though revenue of $2.18 billion was slightly below expectations. The company also declared a quarterly dividend of $0.75 per share, and analysts maintain a ""Moderate Buy"" consensus rating on the stock.",0.330315
2026-06-01,Karras Company Inc. Buys New Holdings in JPMorgan Chase & Co. $JPM,"Karras Company Inc. recently acquired 7,391 shares of JPMorgan Chase & Co. for approximately $2.38 million in the fourth quarter, making it their 14th largest holding. Institutional interest in JPM remains strong, with 71.55% of the stock owned by such investors, despite some insider selling. JPMorgan also announced a $1.50 quarterly dividend and recent earnings beat expectations, though CEO Jamie Dimon has expressed caution regarding market exuberance.",0.27494
2026-06-01,Platt Wealth Management LLC Purchases New Position in JPMorgan Chase & Co. $JPM,"Platt Wealth Management LLC has purchased a new position in JPMorgan Chase & Co. (NYSE:JPM), acquiring 17,955 shares valued at approximately $5.8 million, which now represents 5.7% of its investment portfolio. JPMorgan Chase reported strong quarterly results with EPS of $5.94, exceeding estimates, and a 10% year-over-year revenue increase to $50.54 billion. The bank also declared a quarterly dividend of $1.50 per share, while Wall Street maintains a ""Moderate Buy"" consensus with an average target price of $339.08.",0.398505
2026-06-01,"Jefferies Financial Group Inc. Sells 9,263 Shares of Targa Resources, Inc. $TRGP","Jefferies Financial Group Inc. significantly reduced its stake in Targa Resources, Inc. by selling 9,263 shares, cutting its holdings by 84% to 1,763 shares valued at approximately $325,000. This institutional selling was accompanied by insider sales from Targa Resources executives. Despite the sales and a recent earnings miss, analysts maintain a ""Moderate Buy"" rating for Targa Resources with an average price target of $269.21.",0.03846
2026-06-01,"Jefferies Financial Group Inc. Sells 23,203 Shares of The Travelers Companies, Inc. $TRV","Jefferies Financial Group Inc. significantly reduced its stake in The Travelers Companies, Inc. by 96.7% in the fourth quarter, selling 23,203 shares and retaining only 796 shares. Despite this large sale by Jefferies, Travelers Companies reported strong financial results, including beating EPS estimates, higher revenue, and an increased quarterly dividend. The company also maintains a ""Hold"" consensus rating from Wall Street analysts with an average price target of $311.47, though some insider selling has also occurred.",0.330827
2026-06-01,"Jefferies Financial Group Inc. Has $247,000 Holdings in Huron Consulting Group Inc. $HURN","Jefferies Financial Group Inc. significantly reduced its stake in Huron Consulting Group Inc. by 95.2% during the fourth quarter, leaving it with holdings valued at $247,000. Despite this, Huron Consulting Group reported strong quarterly results, beating EPS estimates and raising its FY2026 guidance. The stock currently holds a ""Moderate Buy"" consensus rating from analysts, with insider selling noted in recent months.",0.111751
2026-06-01,"Jefferies Financial Group Inc. Purchases Shares of 12,512 Avnet, Inc. $AVT","Jefferies Financial Group Inc. initiated a new position in Avnet, Inc. during the fourth quarter, acquiring 12,512 shares valued at approximately $602,000. This comes as Avnet reported stronger-than-expected quarterly earnings and revenue, leading analysts to issue a ""Moderate Buy"" consensus rating with raised price targets. However, the article also notes significant insider selling, including Avnet CEO Philip R. Gallagher reducing his direct stake by over 14%.",0.041268
2026-06-01,JPMorgan Chase & Co. $JPM Stake Raised by Legato Capital Management LLC,"Legato Capital Management LLC significantly increased its stake in JPMorgan Chase & Co. by 74.9% in the fourth quarter, holding 16,344 shares valued at over $5.27 million. This move is part of a broader trend of high institutional ownership in JPM, with several other funds also boosting their positions. Analysts maintain a ""Moderate Buy"" consensus for the stock, following strong quarterly earnings that surpassed expectations.",0.27822
2026-06-01,"Easterly Investment Partners LLC Cuts Stock Position in Merck & Co., Inc. $MRK","Easterly Investment Partners LLC significantly reduced its stake in Merck & Co., Inc. by 52.3% in the fourth quarter, selling 68,750 shares and retaining 62,793 shares worth $6.61 million. Despite this, other institutional investors have slightly increased their holdings in MRK. The article also provides financial details for Merck, including its recent earnings, dividend announcement, and analyst ratings, alongside current stock performance and market sentiment.",0.232391
2026-06-01,#7 State Street's Donna Milrod is Ahead of the Digital Asset Curve,"Donna Milrod, State Street's executive vice president and chief product officer, is recognized as a leading innovator in finance for actively implementing digital assets into the company's core operations. She has spearheaded the launch of State Street's Digital Asset Platform and enabled the bank to become the first third-party custodian on J.P. Morgan's Digital Debt Service. Milrod emphasizes that these initiatives are not experiments but real production use cases aimed at modernizing market infrastructure.",0.243955
2026-06-01,JPMorgan Chase & Co. $JPM Shares Acquired by Cumberland Partners Ltd,"Cumberland Partners Ltd significantly increased its stake in JPMorgan Chase & Co. by 135.2% in the fourth quarter, bringing its total holdings to 29,427 shares valued at $9.48 million. This move is part of a broader trend of institutional investors boosting their positions in JPM, with 71.55% of the stock now owned by institutions and hedge funds. Recent news highlights include JPMorgan's launch of a new active ETF, CEO Jamie Dimon's comments on potential acquisitions, and stronger-than-expected quarterly earnings, although mixed signals from Dimon regarding market exuberance introduce a note of caution.",0.152201
2026-06-01,State Street Corporation $STT Shares Sold by BNP Paribas Financial Markets,"BNP Paribas Financial Markets reduced its stake in State Street Corporation (NYSE:STT) by 11.4% in the fourth quarter. This comes despite State Street reporting stronger-than-expected quarterly earnings with a 15.6% year-over-year revenue increase and a raised quarterly dividend, alongside insider sales from the CEO and EVP. Analyst ratings for State Street remain generally positive, with a ""Moderate Buy"" consensus.",0.131421
2026-06-01,JPMorgan Chase & Co. $JPM Position Boosted by Americana Partners LLC,"Americana Partners LLC increased its stake in JPMorgan Chase & Co. by 3.3% in the fourth quarter, bringing its total holdings to 217,799 shares valued at $70.2 million. JPMorgan recently exceeded quarterly earnings expectations, reporting an EPS of $5.94 and revenue of $50.54 billion, and announced a quarterly dividend of $1.50 per share. Wall Street analysts currently rate JPMorgan as a ""Moderate Buy"" with a consensus price target of $339.08, despite mixed sentiment regarding market conditions expressed by CEO Jamie Dimon.",0.103134
2026-06-01,FedEx Completes Spin-Off of FedEx Freight,"FedEx has completed the spin-off of FedEx Freight, establishing it as an independent, publicly traded company specializing in North American less-than-truckload (LTL) services. FedEx Freight's common stock will begin trading on the NYSE under the ticker symbol ""FDXF,"" while FedEx will continue trading as ""FDX."" This separation aims to position both companies for long-term value creation in their respective industries.",0.223438
2026-06-01,"Top stock reports for JPMorgan, GE Aerospace and Western Digital","This article from Zacks Investment Research highlights new research reports on 16 major stocks, including JPMorgan Chase & Co. (JPM), GE Aerospace (GE), and Western Digital Corp. (WDC), alongside micro-cap stocks Syntec Optics Holdings, Inc. (OPTX) and Investors Title Co. (ITIC). It details their recent performance, financial outlooks, and key drivers, as well as challenges influencing their stock valuations. The reports offer insights into each company's business segments, market positioning, and factors impacting their profitability and growth.",0.335532
2026-06-01,ASTRAZENECA : Buy rating from JP Morgan,"JP Morgan analyst Richard Vosser has maintained a ""Buy"" rating for AstraZeneca PLC, with an unchanged target price of GBX 16000. Despite the stock already performing positively, the analyst believes it still represents a strong buying opportunity. This recommendation comes amidst recent news about AstraZeneca's activities, including a significant upfront payment from CSPC Pharmaceutical and collaborations in prostate cancer research.",0.274566
2026-06-01,"H. B. Fuller Company (NYSE:FUL) Receives Consensus Rating of ""Moderate Buy"" from Brokerages","H. B. Fuller Company (NYSE:FUL) has received a ""Moderate Buy"" consensus rating from seven brokerage firms, with an average 12-month price target of $63.80. Recent analyst actions, including an upgrade from Citigroup with a $70 target and maintained ratings from JPMorgan, UBS, and RBC around $58, indicate mixed but constructive sentiment. The company also reported strong Q1 earnings, slightly beating estimates, and increased its quarterly dividend to $0.245 per share, yielding 1.5%.",0.204923
2026-06-01,Morgan Stanley flags unexpected Dell stock update after earnings,"Morgan Stanley admitted it ""got this one wrong"" regarding Dell Technologies (DELL) after Dell's Q1 fiscal 2027 earnings significantly surpassed expectations, leading to a massive stock surge. The firm had an ""Underweight"" rating and a $170 price target, both now under review, and acknowledged Dell's record-breaking revenue and AI server growth. This performance signals a broader enterprise AI infrastructure buildout, benefiting not just Dell but the entire hardware sector, as Morgan Stanley revisits its valuation model for the rapidly growing company.",0.44757
2026-06-01,Conmed Secures $450 Million Delayed-Draw Term Loan With JPMorgan to Repurchase 2026 Notes,"Conmed has secured a $450 million senior secured delayed-draw Term A-2 loan facility with JPMorgan Chase Bank. This loan, available until June 14, 2026, and maturing in June 2030, is intended to fund the repurchase of a portion of the company's 2.25% Convertible Senior Notes due 2026 and related fees. The facility's pricing is based on SOFR or base rate, depending on leverage, and shares existing collateral and guarantees.",0.258416
2026-06-01,"Savant Capital LLC Sells 53,005 Shares of Philip Morris International Inc. $PM","Savant Capital LLC significantly reduced its stake in Philip Morris International Inc. (NYSE:PM) by 62.4% in the fourth quarter, selling 53,005 shares and retaining 32,003 shares valued at $5.13 million. This comes as Philip Morris reported strong quarterly results, beating EPS and revenue estimates, and announced a quarterly dividend of $1.47. Despite Savant Capital's sell-off, other institutional investors increased their positions, and analysts generally maintain a ""Moderate Buy"" rating for PM.",0.185715
2026-06-01,"National Pension Service Buys 13,273 Shares of Raymond James Financial, Inc. $RJF","National Pension Service increased its stake in Raymond James Financial (NYSE:RJF) by 4.7% in the fourth quarter, purchasing an additional 13,273 shares and bringing its total holdings to 294,078 shares valued at $47.2 million. The company reported strong quarterly earnings, with EPS of $2.83 against an expected $2.76, and revenue growth of 13.4% year-over-year. Institutional investors collectively hold 83.83% of Raymond James Financial's shares, indicating high institutional ownership.",0.221962
2026-06-01,Norges Bank Takes $552.28 Million Position in Public Service Enterprise Group Incorporated $PEG,"Norges Bank has acquired a new stake in Public Service Enterprise Group (NYSE:PEG), purchasing over 6.8 million shares valued at approximately $552.28 million, representing 1.38% of the company. This move follows strong quarterly results for PEG, which exceeded EPS and revenue estimates and raised its FY2026 EPS guidance. The utility also announced a quarterly dividend of $0.67 per share, yielding about 3.4%.",0.346847
2026-06-01,"Orange Investment Advisors Inc. Sells 8,337 Shares of JPMorgan Chase & Co. $JPM","Orange Investment Advisors Inc. reduced its stake in JPMorgan Chase & Co. by 13.6% in the fourth quarter, selling 8,337 shares and leaving its holdings at 53,160 shares valued at approximately $17.1 million. The article highlights JPMorgan's strong institutional ownership, solid fundamentals, including better-than-expected earnings and revenue growth, and a consistent quarterly dividend. It also mentions recent insider sales by Robin Leopold and Jennifer Piepszak, and provides an overview of various market sentiments and analyst ratings for the company.",-0.138358
2026-06-01,"Norges Bank Takes Position in The Travelers Companies, Inc. $TRV","Norges Bank has acquired a new stake of 2,493,756 shares in The Travelers Companies, Inc. (NYSE:TRV), valued at approximately $723 million, making them significant institutional holders. Other institutional investors like Brighton Jones LLC and CIBC Asset Management Inc also adjusted their holdings. The company has seen positive sentiment from analysts, an increased quarterly dividend, and strong recent earnings, though some insider selling and a recent slight dip in stock price are noted.",0.231879
2026-06-01,Fifth Third Announces Transfer of Listing of Common Stock to the New York Stock Exchange,"Fifth Third Bancorp announced its decision to transfer all of its publicly traded securities from Nasdaq to the New York Stock Exchange (NYSE). The common stock will begin trading on the NYSE on June 12, 2026, under the existing ticker 'FITB', while preferred stocks will use new ticker symbols. This move is considered the largest bank transfer in history and is celebrated by both Fifth Third's CEO, Tim Spence, and NYSE Group President, Lynn Martin.",0.252228
2026-06-01,Kingsview Wealth Management LLC Purchases New Stake in AECOM $ACM,"Kingsview Wealth Management LLC has acquired a new stake in AECOM, purchasing 21,582 shares valued at approximately $2.06 million in the fourth quarter. AECOM reported strong financial results with better-than-expected earnings and revenue, and provided optimistic guidance for fiscal year 2026. The company is rated a ""Moderate Buy"" by analysts with an average price target of $116.00, and insider activity shows confidence with recent share purchases by the CEO and CFO.",0.329642
2026-06-01,"Thompson Siegel & Walmsley LLC Sells 56,865 Shares of Archer Daniels Midland Company $ADM","Thompson Siegel & Walmsley LLC reduced its stake in Archer Daniels Midland (ADM) by 6.7% in the fourth quarter, selling 56,865 shares but still holding 794,441 shares valued at $45.7 million. Despite this sale, institutional ownership in ADM remains high at 78.28%. The company recently reported better-than-expected quarterly EPS of $0.71 and declared a quarterly dividend of $0.52.",0.106415
2026-06-01,FedEx Completes Spin-off of Freight Holding Company,"FedEx has completed the spin-off of FedEx Freight Holding Company, establishing it as an independent publicly traded entity focused on the North American less-than-truckload market. The new FedEx Freight will operate with approximately 355 service centers, 30,000 vehicles, and 39,000 employees across multiple regions. FedEx retained a 19.9% stake in FedEx Freight, planning to divest these shares within 24 months to repay debt or distribute dividends, aiming to enhance long-term shareholder value.",0.362809
2026-06-01,Wilian Securities LLC Makes New Investment in JPMorgan Chase & Co. $JPM,"Wilian Securities LLC has initiated a new position in JPMorgan Chase & Co. (NYSE:JPM), acquiring 3,700 shares valued at approximately $1.19 million, making it the 21st-largest holding in their portfolio. JPMorgan is also gaining attention from other institutional investors and analysts, with strong institutional ownership and a ""Moderate Buy"" consensus rating. The financial services giant reported robust first-quarter earnings, exceeding expectations, and announced a quarterly dividend of $1.50 per share.",0.347121
